Timestamp,Command,Duration_ms,Average_RAM_MB
2025-09-16 13:27:01,make -j17,1231.587198000,108.824
2025-09-16 13:27:11,make -j17,1229.390156000,107.554
2025-09-16 13:27:21,make -j17,1232.038749000,106.324
2025-09-16 13:27:32,make -j17,1348.623843000,97.027
2025-09-16 13:27:42,make -j17,1349.023598000,95.863
2025-09-16 13:27:53,make -j17,1345.090389000,111.245
2025-09-16 13:28:04,make -j17,1234.421160000,104.217
