n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
20,10,23.2836257586,0.32884740269300866,3.1599367660343267,0.6760221267800902,212.63671875,0.7415015695402136,1
20,10,24.0933906316,0.6259371781752411,3.1254687500000005,0.6761659154993208,211.8515625,0.7426803500808072,2
20,10,24.0404091143,0.46337064748008444,3.1267337215457918,0.6844557096475175,215.1875,0.7309046970515782,4
20,10,23.1763231947,0.5524490074313142,3.125783397471138,0.6719114854894204,210.0234375,0.7394599702534123,8
20,10,23.692373286099997,0.37391248689367135,3.127238403451996,0.6902088564118541,216.47265625,0.7260802034988394,12
20,10,23.4299244668,0.21330025900771526,3.1293141592920355,0.6880956634327414,215.921875,0.7233702234931448,16
