n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
20,5329,0.07382521237324076,0.008669775286936646,78.72406935237119,0.9242811937327429,299.19921875,0.930749989215476,1
20,8464,0.07218999070982987,0.00498034925768528,79.7603453947369,1.0614191640322712,343.19140625,1.0676700628872577,2
20,6400,0.07365614771140624,0.0067170883447774865,80.09331772717604,0.9587486754523729,310.421875,0.9656614680197853,4
20,11025,0.07398206106321994,0.007037975444865101,79.84487084870828,0.971065378700505,315.87890625,0.9826372201567919,8
20,12769,0.07326890764750567,0.007795996427045123,80.67686039030681,0.9312904173928759,300.7109375,0.9354526492562931,12
20,37249,0.0734516594610862,0.014111709541675522,78.73787934455048,1.0640200543897311,337.953125,1.0809525944867406,16
