n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
3,10,9.1948975598,0.07774077205678727,84.03675373134332,0.36172739880935834,134.46875,0.4183058636824015,16
4,10,23.2667718963,0.09709246688810268,90.94078893859296,0.5604290407440435,225.734375,0.7022152931233622,16
5,10,29.059190848900002,0.08346176781054576,92.22594308405027,0.877323952406423,338.96875,1.0544651878603322,16
6,10,51.368254376699994,0.23057491963804877,94.13633397312859,1.3751965846125223,544.890625,1.6950476858234242,16
7,10,59.821536939400005,0.28147470110288386,94.49510420112472,2.0625516003266675,782.0703125000001,2.432867097602069,16
8,10,90.6398170917,0.4328986662822231,95.28046952496422,2.990117614333452,1141.546875,3.5511280612099205,16
9,10,102.2877411277,0.3499554586816381,95.34173428487634,4.170207977882029,1535.58203125,4.776894020634591,16
10,10,141.02338355779997,0.5074536474349333,95.69510962414545,5.643833952779368,2093.6054687500005,6.513305672295075,16
11,10,156.9494754376,0.6256375907714615,95.89394736841753,7.466546674886348,2708.25390625,8.424845842064748,16
12,10,209.1312608581,0.6799107004558647,96.00591870231656,9.678392261342356,3514.47265625,10.932833984556561,16
13,10,236.0008077556,1.4551185683994285,96.28461108481939,12.28983381220393,4389.96484375,13.65631818173533,16
14,10,315.1709657345,1.5820030671336835,96.54996124529953,15.380203251265913,5496.6953125,17.099139243090463,16
15,10,384.2087671594,1.6711617148866436,97.06013520705284,18.945477828246226,6683.33984375,20.79055725306326,16
16,10,570.314612997,3.503605336181872,97.57254165688383,23.047057126734206,8134.05078125,25.303433974713784,16
17,10,813.1773873656,3.486778128332246,98.18162607221733,27.695203500787386,9675.855468749998,30.099685456446622,16
18,10,1490.1047310303,9.499203095675291,97.22054834175529,32.95632985497318,11520.29296875,35.837368162991524,16
19,10,2665.180753358,29.364720699348062,98.57943153770928,38.88139409012795,13474.90234375,41.91777392842843,16
20,10,5745.9923867709,78.35399219965981,98.06939516792907,45.525779293998426,15787.44921875,49.111652936398045,16
