n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
3,121,0.014286929983471076,0.001101522526790835,16.94987605354487,0.6223790333695054,203.62109375,0.6328662469917254,16
4,10,0.030950863800000002,0.000801480608194997,16.540462427745666,0.6332676704526635,204.0234375,0.6338991309800186,16
5,10,0.038625231100000004,0.0004608232499199304,16.534682080924856,0.6352238623102371,204.43359375,0.6359527473802721,16
6,81,0.06901374502469136,0.0058338778079954755,16.402468265162202,0.6416097505246598,207.30859375,0.6448963075612576,16
7,10,0.08008008709999999,0.0014463966769861388,16.819767441860463,0.6444332207643427,207.16015625,0.6444345476606089,16
8,10,0.11955959140000001,0.0031083228805693125,16.054347826086957,0.6444459805953306,207.16796875,0.6444588508132746,16
9,25,0.14858007956,0.026076122754689873,15.238830897703549,0.6449451675529426,208.20703125,0.6472780165224983,16
10,10,0.19630768580000002,0.0033826406763260105,14.180281690140845,0.6476886267646297,208.20703125,0.6476911701178156,16
11,10,0.2261319914,0.004222058818128194,15.406532663316584,0.6476815451068589,208.20703125,0.6476911701178156,16
12,25,0.32533775448,0.025837886111106868,13.148148148148149,0.6476886258179134,208.20703125,0.6477033216941485,16
13,10,0.3788933874,0.006012860532867035,13.61125541125541,0.647685278444442,208.20703125,0.6476911701178156,16
14,10,0.5774982068,0.020732052303136034,13.079296875,0.6476800587542427,208.20703125,0.6476911701178156,16
15,25,0.78644518792,0.03612652483748531,12.915486725663717,0.6583173672696903,216.99609375,0.6750322168667525,16
16,10,1.3176492719000001,0.025305538460721366,11.585840707964602,0.6745918121032094,216.85546875,0.6745947601187695,16
17,16,2.2919554721875,0.08419299876937925,10.407636887608069,0.6813604470478335,220.36328125,0.6855068756656786,16
18,25,4.906506908560001,0.3030066331073499,8.786353340883352,0.6840993466953649,217.203125,0.7010730449480733,16
19,25,9.56802557624,0.7716949900474569,7.738847457627118,0.7046319481158652,219.09765625,0.7360574332103796,16
20,36,22.096344319472223,1.5608793067307467,6.978046554084893,0.737742033220909,219.23046875,0.7926351726161798,16
21,64,54.76801350178125,5.394350621599907,6.565968528674182,0.7512206792521624,196.0078125,0.9046119485234924,16
22,25,126.9911063798,9.279050431740856,6.395856224974393,0.8658748912150623,216.10546875,1.0698733866503998,16
23,25,275.231404962,11.225642105050708,6.328858487151647,1.0798860051155204,212.51953125,1.5575039933117725,16
24,10,612.4503913818,14.090531463799474,6.290533948798533,1.5131906395853514,216.66796875,2.4654454737504685,16
25,10,1239.3134474585,22.981988288214364,6.182085146671546,2.3219094732842933,217.0703125,4.2583741069350864,16
26,10,2754.4479558617004,51.176381794706884,6.204476612052168,4.046041268839036,239.30859375,7.906702627231561,16
27,10,5597.6298751973,97.56978859226746,6.224333044862549,7.489759822421726,263.12109375,15.147960631322995,16
