n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
3,169,0.014754845869822486,0.001704169587800102,13.652962239583333,0.6909025100472869,224.98828125,0.6998189174346868,32
4,25,0.036833325,0.021488581510164022,13.495043103448275,0.6956426551762365,223.73046875,0.6960273759020558,32
5,49,0.04004452665306123,0.002728204160958622,13.643526785714286,0.6965167016911793,224.109375,0.6969995660386278,32
6,10,0.0677345292,0.0022079857780251916,13.479144385026737,0.6976636804976133,224.41796875,0.6979960609286142,32
7,10,0.0779885843,0.0018064468128484866,13.373404255319148,0.6989673461009633,224.83984375,0.6994543461334722,32
8,36,0.12345971308333333,0.021218461345401413,12.877150916784203,0.702839885477212,226.5078125,0.7046677157408399,32
9,81,0.13771678756790123,0.016607452811421182,12.787244582043344,0.7047129282938827,226.7265625,0.7051781155625403,32
10,361,0.1939032694903047,0.022648743109361998,12.256269757639622,0.7130511371831205,229.55859375,0.7141708743258317,32
11,64,0.2268052883125,0.025493451152107226,12.106058394160584,0.7094107095960408,228.04296875,0.7094435997867501,32
12,144,0.3230951606805556,0.027658402006543792,11.433967391304348,0.7115448964352263,229.6328125,0.7143896171065605,32
13,64,0.369628941921875,0.028064004337631378,11.401880456682338,0.7103554597260905,228.49609375,0.7108654278614868,32
14,25,0.52270329912,0.03203485511682497,10.740506329113924,0.7155606608259645,230.09765625,0.7158357499347113,32
15,25,0.69143087232,0.044048869092209085,11.022189349112425,0.724283479979845,232.9921875,0.72484066107471,32
16,16,1.009477983375,0.05605834237356318,11.90157170923379,0.7386137034723479,237.64453125,0.7393141417329264,32
17,36,1.6439958812222224,0.09461515570940997,17.48297715549005,0.7617836364358521,242.234375,0.7752001101491425,32
18,10,4.0462832402,0.12830193706426668,36.06726094003241,0.8237950301992422,258.234375,0.852416311746378,32
19,10,8.9567991175,0.15550693995663462,81.7572719060524,0.958801997936685,290.6953125,0.9910749299749673,32
20,10,20.8840960092,0.12967239266754135,90.63102094240837,1.040926100735344,291.80078125,1.1142514202786467,32
21,10,54.6608408624,0.26221000705630754,95.93620225927917,1.156294367163644,292.72265625,1.28573360799325,32
22,16,132.2815456855,4.157249991519291,97.34079635729509,1.2736673402275762,273.8203125,1.7224778744715386,32
23,10,269.4045252275,1.5763904633583274,79.33668386894988,1.700023014103187,280.18359375,2.4619378447249507,32
24,10,609.2829197003,1.545092839897108,56.95440814499888,2.583642010490979,290.7734375,4.08968794276425,32
25,10,1253.5715109718,2.8522044963356863,39.70031270757754,3.8515736205353464,293.5234375,7.285021721765745,32
26,10,2797.1928294838,9.584541022511958,31.767743850514588,6.93374019819161,301.55859375,13.679736021212216,32
27,10,5784.5921124846,28.1585177675044,27.978845073967936,13.167738787847746,316.66015625,26.469529191406373,32
