n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,10,0.20511924869999998,0.006570075952623684,23.38387096774193,0.21763801243378197,154.375,0.23970524503826215,12,1024
