n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,10,2.0656569122,0.033706385428066796,8.582352941176472,0.21830932119333554,153.203125,0.23788562020244539,1,1024
