n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,49,0.17671183651020408,0.039738491977647915,32.903571428571446,0.2456056507345059,168.33984375000003,0.26138910766507867,16,1024
