n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,10,0.2917635354,0.01023959468555586,18.806451612903228,0.21835262152507673,153.51562500000003,0.23837085349199655,8,1024
