n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,10,0.5373068265,0.010354028440851676,13.662499999999998,0.21759247084300315,153.16406249999997,0.23782496604125147,4,1024
