n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores,n_shots
20,10,1.0548810957,0.02679243709300768,10.318181818181818,0.21811949943690642,153.38671875,0.2381706947600567,2,1024
