n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
3,324,0.004544566555555556,0.0005308037917225888,5.823076923076924,0.6075493794987744,195.4921875,0.6080528020080239,16
4,49,0.005470723142857143,0.00023282414192833754,4.766666666666667,0.6082472272529754,195.52734375,0.6082472272529754,16
5,100,0.00673736721,0.00036405693351594925,5.45,0.6088148795306464,195.765625,0.608988473499353,16
6,10,0.008250832,0.0002543872233566598,3.3,0.608988473499353,195.765625,0.608988473499353,16
7,16,0.010411418375,0.000383291605437231,4.55,0.6097540229013496,196.01171875,0.6097540229013496,16
8,36,0.013832000694444443,0.0005124747316107717,5.2250000000000005,0.6103956262096896,196.26953125,0.6105560270367746,16
9,64,0.019829423,0.0008003614471644313,5.7727272727272725,0.6120020647961014,196.78125,0.612147883729815,16
10,81,0.03138746209876543,0.0015453775174992244,6.118181818181818,0.6131215949429825,197.11328125,0.6131807678436199,16
11,100,0.052594660509999995,0.002328027661952775,6.222,0.6134697323639291,197.28125,0.613703285689427,16
12,16,0.09561812875,0.003414966013447699,5.821428571428571,0.6147277571724408,197.65234375,0.6148576855813266,16
13,81,0.18244764785185186,0.007327619505332269,6.2256,0.6167104154328958,198.34375,0.6168626959198891,16
14,36,0.35668518741666666,0.014776069122746037,6.217241379310345,0.6184040768281824,198.84765625,0.6185760683910242,16
15,10,0.6972769567,0.0017410749455343227,6.196428571428571,0.6201599637054998,199.4765625,0.6204960176849202,16
16,10,1.3925007421,0.0071208112179570356,6.243410852713178,0.6233239441765333,200.55859375,0.6238377015825243,16
17,10,2.8028041106,0.03834869373165719,6.2426415094339625,0.6316483899108429,203.89453125,0.6338870564309552,16
18,10,5.585452416100001,0.020781336210699455,6.260556844547565,0.6477590389993827,198.6328125,0.6498542296725975,16
19,10,11.3484606424,0.08157371441166004,6.263482587064677,0.6541472828196349,205.87109375,0.6822624876904517,16
20,10,22.570327251400002,0.09800687241838903,6.265838150289017,0.6824324853832442,212.3828125,0.7146342909748774,16
21,10,45.948332179400005,0.3138500435370921,6.26978547428276,0.7411601912515516,225.1953125,0.8423352221745881,16
22,10,93.258012912,0.31468429502225026,6.269481302774427,0.7254852796368889,221.82421875,1.0836169511594063,16
23,10,189.3781195015,6.229273894950536,6.258226786837141,0.8289187106954399,202.36328125,1.5736536294818664,16
24,10,376.6101227393,1.725040714876015,6.269372133917181,0.9506274490681481,191.51953125,2.388732862629815,16
25,10,768.6811572749,3.759350228296652,6.267000285479185,1.3542897193520862,179.11328125,4.138389945104032,16
26,10,1547.1399036595,14.947289902441291,6.267159914533495,2.1618285003017053,183.859375,7.736824530244305,16
27,10,3151.2102187365,19.82124811803435,6.265755863203513,3.778198946913821,193.796875,14.932332723810191,16
28,10,6334.5936833336,51.18140012990661,6.267478252011816,7.0089273520584126,217.5,29.34050713880893,16
