n,iterations_number,t_grover,std_grover,ram_mb,cores
20,10,83.07930795787833,16.08944672436154,19.390484894945768,1
20,10,89.77732912910285,32.87629459631091,19.525105900666414,2
20,10,83.21937420322992,14.563632376928995,19.47314911701776,4
20,10,86.75080436421304,14.179227617069255,19.4371201245857,8
20,10,73.24655571778891,25.90073403170195,19.37481825394814,12
20,10,81.77447043820938,12.38122945635229,19.366107310735927,16
