n,iterations_number,t_grover,std_grover,cpu_avg,ram_avg,ram_mb,ram_peak,cores
20,16,22.843591644375,1.7663164409966967,6.889275147928995,0.3445080325381635,206.4453125,0.3731504650809445,8
