n,iterations_number,t_grover,std_grover,cpu_avg,cpu_min,cpu_max,cpu_p95,cpu_median,cpu_stdev,ram_avg_pct,ram_peak_mb,ram_avg_mb,ram_min_mb,ram_stdev_mb,ram_p95_mb,ram_median_mb,ctx_switches_vol,ctx_switches_invol,ctx_switches_total,cores,cpu_samples,ram_samples
3,3844,0.003970717426899063,0.0007869749251049607,20.01986301369863,14.1,50.3,32.824999999999996,18.1,6.1230217901926745,0.8521236507632369,130.640625,130.28985430743242,128.63671875,0.26193618630524684,130.53515625,130.369140625,2483,562,3045,16,146,148
