Qubits,Mean_Combined_s,Std_Combined_s,Mean_Compilation_s,Std_Compilation_s,Mean_Resultados_s,Std_Resultados_s,Mean_Memoria_Resultados_MB,Mean_Memoria_Compilation_MB
15,1.2196267535,0.006348774918388265,1.1257149535000002,0.0027547102467753307,0.0939118,0.004703343250639203,5.0874314453125,0.09429199218749999
