Qubits,Mean_Combined_s,Std_Combined_s,Mean_Compilation_s,Std_Compilation_s,Mean_Resultados_s,Std_Resultados_s,Mean_Memoria_Resultados_MB,Mean_Memoria_Compilation_MB
16,1.4618934543,0.04257511973091641,1.2485976543,0.040914219638150826,0.21329579999999998,0.004427802660462635,5.68295390625,0.0886861328125
