Qubits,Mean_Combined_s,Std_Combined_s,Mean_Compilation_s,Std_Compilation_s,Mean_Resultados_s,Std_Resultados_s,Mean_Memoria_Resultados_MB,Mean_Memoria_Compilation_MB
18,2.3063189791,0.06889379463432509,1.2430540791,0.039666427189208056,1.0632648999999998,0.03135371866107394,8.68358076171875,0.09767587890625
