Qubits,Mean_Combined_s,Std_Combined_s,Mean_Compilation_s,Std_Compilation_s,Mean_Resultados_s,Std_Resultados_s,Mean_Memoria_Resultados_MB,Mean_Memoria_Compilation_MB
17,1.674786579,0.04110287303323406,1.224111579,0.03486538097299931,0.450675,0.01552793085593398,6.6225767578125,0.09374111328125
