n,iterations_number,t_grover,std_grover,cpu_avg,cpu_min,cpu_max,cpu_p95,cpu_median,cpu_stdev,ram_avg_pct,ram_peak_mb,ram_avg_mb,ram_min_mb,ram_stdev_mb,ram_p95_mb,ram_median_mb,ctx_switches_vol,ctx_switches_invol,ctx_switches_total,cores,cpu_samples,ram_samples
3,1156,0.0013026936314878893,0.0006258708828810007,42.5,0.0,74.9,65.5,42.2,18.731364072058394,1.3954652870920354,213.453125,213.36328125,213.05859375,0.1083823068891532,213.453125,213.3984375,460,212,672,16,11,13
